,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2227,2014-06-10 00:00:00,516200.0,3.0,2.0,2110,5150,1.0,0,0,5,1080,1030,1919,1934,4836 S Findlay St,Seattle,WA 98118,USA
2233,2014-06-10 00:00:00,870000.0,4.0,2.5,3340,12248,2.0,0,1,3,2470,870,1998,2006,1919 Fairmount Ave SW,Seattle,WA 98126,USA
2237,2014-06-10 00:00:00,429950.0,3.0,1.5,2010,9480,1.0,0,0,3,1570,440,1951,1994,11049 Sand Point Way NE,Seattle,WA 98125,USA
2241,2014-06-10 00:00:00,310000.0,3.0,2.5,1780,6771,1.0,0,0,3,1230,550,1990,2009,8833 14th Ave SW,Seattle,WA 98106,USA
2242,2014-06-10 00:00:00,555000.0,3.0,2.0,2180,4976,1.5,0,2,4,1680,500,1930,0,3763 SW Hinds St,Seattle,WA 98126,USA
2246,2014-06-10 00:00:00,433000.0,3.0,1.75,1870,7189,1.0,0,0,3,1270,600,1959,1989,6811 51st Ave S,Seattle,WA 98118,USA
2253,2014-06-10 00:00:00,566000.0,4.0,1.75,2440,5000,1.0,0,0,3,1340,1100,1954,2005,7328 12th Ave NW,Seattle,WA 98117,USA
2254,2014-06-10 00:00:00,700000.0,5.0,2.75,3100,9825,2.0,0,2,4,3100,0,1950,1982,4251 NE 125th St,Seattle,WA 98125,USA
2257,2014-06-10 00:00:00,749000.0,3.0,1.0,1580,5000,1.5,0,0,3,1580,0,1926,2003,7526 Jones Ave NW,Seattle,WA 98117,USA
2258,2014-06-10 00:00:00,680000.0,3.0,1.75,1760,8400,1.0,0,0,4,1460,300,1960,2001,7510 45th Ave SW,Seattle,WA 98136,USA
2263,2014-06-10 00:00:00,1059500.0,5.0,3.25,3230,3825,2.0,0,0,3,2480,750,2014,0,6729 Earl Ave NW,Seattle,WA 98117,USA
2267,2014-06-10 00:00:00,499950.0,2.0,2.25,1060,1208,2.0,0,0,3,940,120,2005,0,2008 Yale Ave E,Seattle,WA 98102,USA
2271,2014-06-10 00:00:00,399950.0,2.0,1.0,710,1157,2.0,0,0,4,710,0,1943,0,2358 Fairview Ave E,Seattle,WA 98102,USA
2272,2014-06-11 00:00:00,850830.0,3.0,2.5,2070,13241,1.5,0,0,5,1270,800,1910,0,2505 Boyer Ave E,Seattle,WA 98102,USA
2275,2014-06-11 00:00:00,588000.0,4.0,2.0,1680,5000,1.0,0,0,3,980,700,1950,2005,7734 39th Ave NE,Seattle,WA 98115,USA
2280,2014-06-11 00:00:00,665000.0,6.0,3.0,4250,4400,2.5,0,0,4,3020,1230,1902,0,3907 S Edmunds St,Seattle,WA 98118,USA
2282,2014-06-11 00:00:00,527000.0,2.0,1.75,1640,4080,1.0,0,0,3,840,800,1921,2000,4746 Thackeray Pl NE,Seattle,WA 98105,USA
2283,2014-06-11 00:00:00,487028.0,2.0,1.5,1295,1093,2.0,0,0,3,1105,190,2007,0,2514 E Denny Way,Seattle,WA 98122,USA
2285,2014-06-11 00:00:00,799000.0,3.0,1.5,2210,6300,1.5,0,0,5,2210,0,1916,0,1422 33rd Ave S,Seattle,WA 98144,USA
2288,2014-06-11 00:00:00,262500.0,3.0,1.5,1160,8906,1.0,0,0,3,1160,0,1962,2003,7327 33rd Ave S,Seattle,WA 98118,USA
2290,2014-06-11 00:00:00,220000.0,3.0,1.0,1050,6300,1.0,0,0,3,1050,0,1942,1999,10102 33rd Ave SW,Seattle,WA 98146,USA
2291,2014-06-11 00:00:00,650000.0,2.0,1.0,1030,5750,1.0,0,0,5,1030,0,1928,1970,1923 46th Ave SW,Seattle,WA 98116,USA
2292,2014-06-11 00:00:00,435000.0,3.0,2.5,1420,2581,3.0,0,0,3,1420,0,2004,2003,136 N 101st St,Seattle,WA 98133,USA
2293,2014-06-11 00:00:00,800000.0,4.0,3.75,2690,4000,2.0,0,3,4,2120,570,1909,1989,2537 11th Ave W,Seattle,WA 98119,USA
2296,2014-06-11 00:00:00,295000.0,5.0,3.5,2100,5107,2.0,0,0,3,1410,690,1999,0,10026 61st Ave S,Seattle,WA 98178,USA
2307,2014-06-11 00:00:00,1085000.0,5.0,2.5,2340,6000,2.0,0,0,4,2340,0,1922,0,3107 37th Pl S,Seattle,WA 98144,USA
2308,2014-06-11 00:00:00,371000.0,3.0,1.0,890,7200,1.0,0,0,3,890,0,1951,1994,3843 NE 113th St,Seattle,WA 98125,USA
2309,2014-06-11 00:00:00,514000.0,3.0,1.75,1720,5899,1.0,0,1,3,1220,500,1986,0,4052 SW Myrtle St,Seattle,WA 98136,USA
2310,2014-06-11 00:00:00,386000.0,3.0,1.5,1270,1318,2.0,0,0,3,1080,190,2004,2003,3613 Gilman Ave W,Seattle,WA 98199,USA
2313,2014-06-11 00:00:00,740000.0,4.0,2.75,2490,17833,2.0,0,2,3,1490,1000,1979,2014,12537 41st Ave NE,Seattle,WA 98125,USA
2314,2014-06-11 00:00:00,465000.0,4.0,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005,10424 12th Ave NE,Seattle,WA 98125,USA
2315,2014-06-11 00:00:00,700000.0,3.0,2.75,2500,7378,1.0,0,0,5,1390,1110,1948,1985,10050 11th Ave NW,Seattle,WA 98177,USA
2317,2014-06-11 00:00:00,350000.0,3.0,3.25,1460,1592,2.0,0,0,3,1130,330,2006,0,6003 Lanham Pl SW,Seattle,WA 98126,USA
2318,2014-06-11 00:00:00,148000.0,1.0,1.0,620,8261,1.0,0,0,3,620,0,1939,1969,9854 25th Ave SW,Seattle,WA 98106,USA
2319,2014-06-11 00:00:00,530000.0,3.0,1.75,1550,3680,1.0,0,0,3,1050,500,1927,2011,209 NW 73rd St,Seattle,WA 98117,USA
2320,2014-06-11 00:00:00,349000.0,3.0,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0,720 N 95th St,Seattle,WA 98103,USA
2323,2014-06-11 00:00:00,735000.0,4.0,1.75,2460,5100,1.5,0,0,5,1450,1010,1909,1988,6815 26th Ave NE,Seattle,WA 98115,USA
2327,2014-06-11 00:00:00,476000.0,3.0,1.0,1140,5500,1.5,0,0,4,1140,0,1908,0,4415 29th Ave W,Seattle,WA 98199,USA
2328,2014-06-11 00:00:00,2888000.0,5.0,6.25,8670,64033,2.0,0,4,3,6120,2550,1965,2003,1291 NW Elford Dr,Seattle,WA 98177,USA
2329,2014-06-11 00:00:00,110000.0,2.0,1.0,800,15000,1.0,0,0,3,800,0,1927,2011,12231 14th Ave S,Seattle,WA 98168,USA
2331,2014-06-11 00:00:00,317000.0,3.0,1.0,1160,8813,1.0,0,0,3,1160,0,1952,2008,13319 1st Ave NE,Seattle,WA 98125,USA
2334,2014-06-11 00:00:00,460000.0,3.0,2.0,2060,4437,1.0,0,0,3,1030,1030,1929,0,3720 35th Ave SW,Seattle,WA 98126,USA
2335,2014-06-11 00:00:00,405000.0,3.0,2.0,1640,7201,1.0,0,0,3,1640,0,1948,1994,12711 37th Ave NE,Seattle,WA 98125,USA
2336,2014-06-11 00:00:00,333000.0,2.0,1.0,720,6686,1.0,0,0,3,720,0,1942,1999,9716 4th Ave NW,Seattle,WA 98117,USA
2337,2014-06-11 00:00:00,427000.0,4.0,1.0,1860,4736,1.5,0,0,1,1860,0,1901,0,2411-2499 E Roy St,Seattle,WA 98112,USA
2341,2014-06-11 00:00:00,619400.0,4.0,2.0,2090,3610,1.5,0,0,5,1790,300,1927,0,8044 14th Avenue Northeast,Seattle,WA 98115,USA
2344,2014-06-11 00:00:00,881000.0,5.0,3.0,2510,4125,1.5,0,3,5,1590,920,1925,0,540 33rd Ave S,Seattle,WA 98144,USA
2345,2014-06-11 00:00:00,813000.0,4.0,2.75,3370,6675,1.0,0,3,4,1920,1450,1948,0,1501 33rd Ave S,Seattle,WA 98144,USA
2349,2014-06-11 00:00:00,547500.0,3.0,3.5,1650,2262,3.0,0,0,3,1650,0,2010,0,769 N 74th St,Seattle,WA 98103,USA
2350,2014-06-11 00:00:00,399950.0,2.0,1.0,710,1131,2.0,0,0,4,710,0,1943,0,2358 Fairview Ave E,Seattle,WA 98102,USA
2352,2014-06-11 00:00:00,250000.0,2.0,1.5,982,846,2.0,0,0,3,806,176,2006,0,10217 Aurora Ave N,Seattle,WA 98133,USA
2355,2014-06-11 00:00:00,545000.0,2.0,1.25,1240,2150,2.0,0,0,3,1240,0,2014,0,8050 14th Ave NW,Seattle,WA 98117,USA
2364,2014-06-12 00:00:00,2250000.0,5.0,4.25,4860,9453,1.5,0,1,5,3100,1760,1905,0,173 37th Ave E,Seattle,WA 98112,USA
2365,2014-06-12 00:00:00,1095000.0,0.0,0.0,3064,4764,3.5,0,2,3,3064,0,1990,2009,814 E Howe St,Seattle,WA 98102,USA
2366,2014-06-12 00:00:00,315000.0,2.0,1.0,970,5665,1.0,0,0,4,970,0,1908,0,4726 S Orcas St,Seattle,WA 98118,USA
2369,2014-06-12 00:00:00,678500.0,3.0,2.0,2460,6600,1.0,0,2,4,1370,1090,1952,0,9108 40th Ave SW,Seattle,WA 98136,USA
2373,2014-06-12 00:00:00,580000.0,5.0,2.0,2060,6000,2.0,0,0,3,2060,0,1903,2005,2107 NE 55th St,Seattle,WA 98105,USA
2378,2014-06-12 00:00:00,445000.0,3.0,1.0,1050,5664,1.0,0,0,4,910,140,1947,1988,8244 40th Ave NE,Seattle,WA 98115,USA
2379,2014-06-12 00:00:00,585000.0,3.0,2.5,1910,1501,2.5,0,0,3,1530,380,2007,0,2637 22nd Ave W,Seattle,WA 98199,USA
2383,2014-06-12 00:00:00,480000.0,3.0,2.5,1250,1103,3.0,0,2,3,1250,0,2005,0,513 N 46th St,Seattle,WA 98103,USA
2384,2014-06-12 00:00:00,575000.0,2.0,1.0,1510,4032,1.5,0,0,3,1310,200,1935,1974,2002 28th Ave W,Seattle,WA 98199,USA
2385,2014-06-12 00:00:00,350000.0,4.0,2.25,2300,4600,1.5,0,0,4,1340,960,1904,0,1517 17th Ave S,Seattle,WA 98144,USA
2387,2014-06-12 00:00:00,599000.0,5.0,2.75,2820,4608,1.0,0,0,3,1450,1370,1967,2011,306 NW 82nd St,Seattle,WA 98117,USA
2389,2014-06-12 00:00:00,1184000.0,4.0,2.5,3200,7500,1.5,0,1,5,1860,1340,1948,1985,7344 50th Ave NE,Seattle,WA 98115,USA
2390,2014-06-12 00:00:00,545000.0,3.0,1.0,1510,5000,1.5,0,0,3,1510,0,1909,2004,5726 28th Ave NE,Seattle,WA 98105,USA
2392,2014-06-12 00:00:00,440000.0,3.0,1.0,1210,5750,1.5,0,0,4,1210,0,1910,0,7006 46th Ave SW,Seattle,WA 98136,USA
2395,2014-06-12 00:00:00,445000.0,5.0,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,6444 Carleton Ave S,Seattle,WA 98108,USA
2396,2014-06-12 00:00:00,397990.0,3.0,1.0,1180,11862,1.0,0,0,4,1180,0,1948,0,11739 4th Ave NW,Seattle,WA 98177,USA
2397,2014-06-12 00:00:00,706000.0,3.0,2.75,1900,6400,1.0,0,0,5,1410,490,1942,0,4324 NE 56th St,Seattle,WA 98105,USA
2398,2014-06-12 00:00:00,363000.0,3.0,3.25,1651,1779,2.0,0,0,3,1341,310,2008,0,10734 Whitman Ave N,Seattle,WA 98133,USA
2400,2014-06-12 00:00:00,620000.0,2.0,1.0,1430,3000,1.5,0,0,3,1300,130,1929,0,2215 E Miller St,Seattle,WA 98112,USA
2404,2014-06-12 00:00:00,448000.0,2.0,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001,3441 NW 59th St,Seattle,WA 98107,USA
2409,2014-06-12 00:00:00,670000.0,3.0,2.5,2050,6420,1.0,0,3,3,1730,320,1956,2001,5625 SW Orleans St,Seattle,WA 98116,USA
2410,2014-06-12 00:00:00,310000.0,5.0,3.0,1880,5000,1.0,0,0,3,1100,780,1997,0,6343 23rd Ave SW,Seattle,WA 98106,USA
2412,2014-06-12 00:00:00,1688000.0,4.0,2.5,3000,7500,2.0,0,0,3,3000,0,1937,1994,3907 48th Ave NE,Seattle,WA 98105,USA
2413,2014-06-12 00:00:00,495000.0,4.0,2.5,2140,7245,2.0,0,0,3,2140,0,2003,0,633 N 138th St,Seattle,WA 98133,USA
2415,2014-06-12 00:00:00,440000.0,3.0,1.0,1710,6556,1.5,0,0,4,1200,510,1926,1993,12220 Phinney Ave N,Seattle,WA 98133,USA
2416,2014-06-12 00:00:00,280000.0,1.0,0.75,420,6720,1.0,0,0,3,420,0,1922,2008,5550 17th Ave S,Seattle,WA 98108,USA
2422,2014-06-12 00:00:00,656500.0,4.0,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985,6326 21st Ave NE,Seattle,WA 98115,USA
2423,2014-06-12 00:00:00,660000.0,3.0,3.0,2340,2970,2.0,0,0,5,2160,180,1925,0,743 N 80th St,Seattle,WA 98103,USA
2427,2014-06-12 00:00:00,560000.0,4.0,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,325 NW 48th St,Seattle,WA 98107,USA
2428,2014-06-12 00:00:00,594000.0,4.0,1.75,1870,5200,2.0,0,0,4,1200,670,1937,0,7542 42nd Ave NE,Seattle,WA 98115,USA
2429,2014-06-12 00:00:00,600000.0,3.0,2.25,1480,5400,2.0,0,0,4,1480,0,1914,1945,816 Martin Luther King Jr Way,Seattle,WA 98122,USA
2431,2014-06-12 00:00:00,430000.0,4.0,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988,13524 22nd Ave NE,Seattle,WA 98125,USA
2433,2014-06-12 00:00:00,312500.0,2.0,1.5,1070,1200,2.0,0,0,3,1070,0,1999,0,9404 Linden Ave N,Seattle,WA 98103,USA
2435,2014-06-12 00:00:00,300000.0,3.0,3.25,1470,1235,2.0,0,0,3,1180,290,2008,0,5338 15th Ave S,Seattle,WA 98108,USA
2438,2014-06-13 00:00:00,822500.0,5.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0,512 N 65th St,Seattle,WA 98103,USA
2443,2014-06-13 00:00:00,1125000.0,6.0,3.75,3010,4360,2.0,0,0,3,2000,1010,2014,0,8016 Meridian Ave N,Seattle,WA 98103,USA
2444,2014-06-13 00:00:00,285000.0,3.0,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014,7339 46th Ave S,Seattle,WA 98118,USA
2449,2014-06-13 00:00:00,370000.0,2.0,1.0,900,4600,1.0,0,0,3,900,0,1951,1994,307 NW 87th St,Seattle,WA 98117,USA
2452,2014-06-13 00:00:00,1030000.0,4.0,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005,5700-5798 Wallingford Ave N,Seattle,WA 98103,USA
2453,2014-06-13 00:00:00,775000.0,4.0,2.0,3140,10875,1.0,0,1,3,1940,1200,1939,1969,3704 W Lawton St,Seattle,WA 98199,USA
2454,2014-06-13 00:00:00,1335000.0,5.0,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990,1024 15th Ave E,Seattle,WA 98112,USA
2456,2014-06-13 00:00:00,499950.0,3.0,1.0,1830,3000,1.5,0,0,3,1430,400,1926,2003,611 N 46th St,Seattle,WA 98103,USA
2462,2014-06-13 00:00:00,153000.0,3.0,1.0,1270,6405,1.5,0,0,3,1270,0,1944,0,12015 75th Ave S,Seattle,WA 98178,USA
2465,2014-06-13 00:00:00,585000.0,3.0,1.0,1870,2807,1.5,0,0,4,1580,290,1927,0,111 NW 53rd St,Seattle,WA 98107,USA
2470,2014-06-13 00:00:00,369500.0,3.0,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001,14001 28th Ave NE,Seattle,WA 98125,USA
2474,2014-06-13 00:00:00,305000.0,3.0,1.5,1210,5240,1.0,0,0,4,610,600,1983,0,5445 17th Ave SW,Seattle,WA 98106,USA
2477,2014-06-13 00:00:00,215000.0,2.0,1.0,710,7200,1.0,0,0,3,710,0,1943,2002,7027 S 125th St,Seattle,WA 98178,USA
2482,2014-06-13 00:00:00,910000.0,5.0,2.5,2350,4000,2.0,0,0,3,2350,0,1993,0,2807 E Aloha St,Seattle,WA 98112,USA
2485,2014-06-13 00:00:00,513000.0,4.0,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0,9226 36th Ave SW,Seattle,WA 98126,USA
2489,2014-06-13 00:00:00,1120000.0,5.0,1.5,2540,6660,2.0,0,3,4,2340,200,1954,1979,9827 47th Ave SW,Seattle,WA 98136,USA
2493,2014-06-13 00:00:00,385000.0,3.0,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0,10559 Evanston Ave N,Seattle,WA 98133,USA
2496,2014-06-13 00:00:00,330000.0,3.0,2.5,1070,1155,2.0,0,0,3,720,350,2005,0,4536 42nd Ave SW,Seattle,WA 98116,USA
2498,2014-06-13 00:00:00,799000.0,3.0,2.5,2860,4442,2.0,0,0,3,2860,0,2000,0,4432 30th Ave W,Seattle,WA 98199,USA
2499,2014-06-13 00:00:00,589000.0,3.0,2.0,2250,8800,1.0,0,0,4,1250,1000,1925,1968,3406 60th Ave SW,Seattle,WA 98116,USA
2500,2014-06-13 00:00:00,1695000.0,2.0,2.25,3170,3000,2.0,0,2,5,1990,1180,1900,0,308 Prospect St,Seattle,WA 98109,USA
2501,2014-06-13 00:00:00,538000.0,3.0,1.0,1460,7200,1.0,0,0,3,1260,200,1906,2014,8018 Wallingford Ave N,Seattle,WA 98103,USA
2502,2014-06-13 00:00:00,530100.0,3.0,1.0,1540,3399,1.5,0,0,3,1200,340,1926,2003,123 NW 78th St,Seattle,WA 98117,USA
2503,2014-06-13 00:00:00,718500.0,3.0,2.0,2910,6600,2.0,0,0,4,1920,990,1900,1988,3959 S Ferdinand St,Seattle,WA 98118,USA
2505,2014-06-13 00:00:00,556000.0,3.0,1.75,1640,7437,1.0,0,0,3,1090,550,1948,1994,7736 38th Ave SW,Seattle,WA 98126,USA
2510,2014-06-13 00:00:00,575000.0,3.0,3.0,1384,1287,2.0,0,0,3,1144,240,2006,0,1128 10th Ave E,Seattle,WA 98102,USA
2515,2014-06-14 00:00:00,530000.0,3.0,2.5,1930,7214,2.0,0,0,3,1930,0,2005,0,1901 NE 125th St,Seattle,WA 98125,USA
2518,2014-06-14 00:00:00,496752.0,2.0,1.0,1980,5000,1.0,0,0,4,1090,890,1923,0,1908 29th Ave S,Seattle,WA 98144,USA
2519,2014-06-14 00:00:00,330000.0,3.0,1.75,1430,8865,1.0,0,0,3,1430,0,1950,2005,2704 NE 144th St,Seattle,WA 98125,USA
2524,2014-06-15 00:00:00,520500.0,3.0,2.0,1900,8100,1.0,0,0,4,950,950,1940,2001,834 NE 97th St,Seattle,WA 98115,USA
2529,2014-06-16 00:00:00,460000.0,3.0,1.75,1550,4708,1.0,0,0,4,860,690,1949,1985,6503 39th Ave NE,Seattle,WA 98115,USA
2533,2014-06-16 00:00:00,1735000.0,4.0,2.25,3040,5000,2.0,0,3,4,2080,960,1926,1993,3907 47th Ave NE,Seattle,WA 98105,USA
2535,2014-06-16 00:00:00,763101.0,3.0,1.75,1990,5560,1.0,0,0,4,1100,890,1939,1989,4811-4815 38th Ave NE,Seattle,WA 98105,USA
2536,2014-06-16 00:00:00,460000.0,2.0,1.5,1090,4000,1.0,0,0,3,970,120,1951,1994,2646 48th Ave SW,Seattle,WA 98116,USA
2537,2014-06-16 00:00:00,825000.0,4.0,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,1529 45th Ave SW,Seattle,WA 98116,USA
2540,2014-06-16 00:00:00,418000.0,4.0,3.0,2360,6250,1.0,0,2,3,1460,900,1960,2012,9957 Rainier Ave S,Seattle,WA 98118,USA
2543,2014-06-16 00:00:00,690000.0,2.0,1.75,1600,4000,1.0,0,0,5,850,750,1918,0,2505 E Calhoun St,Seattle,WA 98112,USA
2546,2014-06-16 00:00:00,300000.0,5.0,3.0,1940,6355,1.0,0,0,3,1200,740,2007,0,11720 8th Ave S,Seattle,WA 98168,USA
2548,2014-06-16 00:00:00,385000.0,4.0,1.75,1690,4080,1.0,0,0,4,870,820,1984,0,3405 35th Ave S,Seattle,WA 98144,USA
2549,2014-06-16 00:00:00,415000.0,4.0,2.0,1800,2970,1.0,0,0,4,1000,800,1923,0,7502 15th Ave NE,Seattle,WA 98115,USA
2553,2014-06-16 00:00:00,235000.0,2.0,1.5,880,1805,2.0,0,0,3,880,0,1999,0,10546 Stone Ave N,Seattle,WA 98133,USA
2554,2014-06-16 00:00:00,667000.0,3.0,1.5,1720,8100,2.0,0,0,3,1720,0,1907,1983,3239 NW 64th St,Seattle,WA 98107,USA
2556,2014-06-16 00:00:00,375000.0,4.0,2.0,1240,3000,1.0,0,0,3,1040,200,1908,1988,549 27th Ave,Seattle,WA 98122,USA
2560,2014-06-16 00:00:00,332000.0,1.0,1.0,960,2640,1.0,0,0,3,760,200,1908,1988,2919 E Harrison St,Seattle,WA 98112,USA
2565,2014-06-16 00:00:00,1095000.0,4.0,4.0,3530,8400,2.0,0,0,5,2630,900,1958,0,2420 30th Ave W,Seattle,WA 98199,USA
2566,2014-06-16 00:00:00,277000.0,3.0,1.0,1100,8536,1.0,0,0,4,1100,0,1957,2001,9615 58th Ave S,Seattle,WA 98118,USA
2576,2014-06-16 00:00:00,660000.0,6.0,1.75,1840,2774,1.0,0,0,3,1060,780,1900,2005,220 17th Ave,Seattle,WA 98122,USA
2578,2014-06-16 00:00:00,524000.0,2.0,1.0,1120,2000,1.5,0,0,3,1120,0,1910,2006,159 Fulton St,Seattle,WA 98109,USA
2579,2014-06-16 00:00:00,470000.0,3.0,1.5,1760,6723,1.0,0,0,3,1160,600,1958,2004,5624 Wilson Ave S,Seattle,WA 98118,USA
2583,2014-06-16 00:00:00,460000.0,2.0,1.0,890,2100,1.0,0,0,4,760,130,1919,1985,4008 2nd Ave NW,Seattle,WA 98107,USA
2584,2014-06-16 00:00:00,1712500.0,3.0,3.25,2940,5432,3.0,0,3,4,2440,500,1978,2000,150 Highland Dr,Seattle,WA 98109,USA
2587,2014-06-16 00:00:00,552000.0,3.0,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989,7002 22nd Ave NW,Seattle,WA 98117,USA
2591,2014-06-16 00:00:00,373000.0,3.0,1.0,1770,5720,1.5,0,0,4,1140,630,1926,1993,5232 36th Ave SW,Seattle,WA 98126,USA
2593,2014-06-16 00:00:00,245000.0,2.0,1.0,1200,4880,1.0,0,0,3,980,220,1943,2002,8421 8th Ave SW,Seattle,WA 98106,USA
2596,2014-06-16 00:00:00,450000.0,6.0,2.25,3550,11780,1.0,0,0,4,2960,590,1948,0,12722 15th Ave NE,Seattle,WA 98125,USA
2598,2014-06-16 00:00:00,650000.0,4.0,2.75,2610,4160,3.0,0,0,5,1910,700,1910,0,118 N 84th St,Seattle,WA 98103,USA
2599,2014-06-16 00:00:00,378000.0,5.0,2.5,2760,8015,1.0,0,0,4,1600,1160,1960,2001,13327 30th Ave NE,Seattle,WA 98125,USA
2602,2014-06-16 00:00:00,340000.0,3.0,2.5,1212,1174,3.0,0,0,3,1212,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,USA
2606,2014-06-16 00:00:00,335000.0,3.0,1.5,2040,6000,1.0,0,0,3,1340,700,1957,2000,9055 37th Ave S,Seattle,WA 98118,USA
2611,2014-06-16 00:00:00,523950.0,3.0,2.25,1420,1282,3.0,0,0,3,1420,0,2006,0,3817-3821 Whitman Ave N,Seattle,WA 98103,USA
2615,2014-06-16 00:00:00,320000.0,3.0,2.25,1200,1400,3.0,0,0,3,1200,0,2005,0,10401 Holman Rd NW,Seattle,WA 98133,USA
2617,2014-06-16 00:00:00,468500.0,3.0,2.5,1350,1186,2.0,0,0,3,1120,230,2007,0,6724 Alonzo Ave NW,Seattle,WA 98117,USA
2619,2014-06-16 00:00:00,685000.0,4.0,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0,546 NE 103rd St,Seattle,WA 98125,USA
2621,2014-06-16 00:00:00,435000.0,3.0,2.0,1980,2674,3.0,0,0,3,1980,0,2007,0,5451 Fauntleroy Way SW,Seattle,WA 98136,USA
2625,2014-06-17 00:00:00,210000.0,1.0,1.0,930,7129,1.0,0,0,3,930,0,1948,1994,2126 N 130th St,Seattle,WA 98133,USA
2627,2014-06-17 00:00:00,560000.0,5.0,1.0,1710,9100,1.5,0,0,4,1320,390,1926,1993,7226 36th Ave SW,Seattle,WA 98126,USA
2632,2014-06-17 00:00:00,473000.0,2.0,1.0,900,5100,1.0,0,0,4,900,0,1909,1989,7029 16th Ave NW,Seattle,WA 98117,USA
2634,2014-06-17 00:00:00,870000.0,4.0,4.25,3010,4887,2.0,0,3,4,1940,1070,1951,1996,8770 Sand Point Way NE,Seattle,WA 98115,USA
2635,2014-06-17 00:00:00,475000.0,3.0,2.25,2280,5750,1.0,0,1,4,1150,1130,1985,0,4420 48th Ave SW,Seattle,WA 98116,USA
2638,2014-06-17 00:00:00,458000.0,4.0,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,USA
2649,2014-06-17 00:00:00,547000.0,4.0,1.0,1720,2800,1.5,0,0,4,1200,520,1926,1993,6211 27th Ave NE,Seattle,WA 98115,USA
2650,2014-06-17 00:00:00,379900.0,5.0,3.5,2800,7350,2.0,0,0,3,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,USA
2653,2014-06-17 00:00:00,342000.0,2.0,1.0,740,6180,1.0,0,0,3,740,0,1948,1994,4813 S Findlay St,Seattle,WA 98118,USA
2657,2014-06-17 00:00:00,640000.0,3.0,2.0,1380,4800,1.0,0,0,3,1380,0,1948,1994,3415 9th Ave W,Seattle,WA 98119,USA
2659,2014-06-17 00:00:00,1010000.0,3.0,3.25,2420,1923,2.0,0,2,3,1840,580,2006,0,2010 8th Ave N,Seattle,WA 98109,USA
2662,2014-06-17 00:00:00,1008000.0,4.0,3.5,2650,3060,2.0,0,0,3,2060,590,2001,0,2133 N 62nd St,Seattle,WA 98103,USA
2667,2014-06-17 00:00:00,320000.0,3.0,1.0,860,5060,1.5,0,0,3,860,0,1927,2011,10537 Interlake Ave N,Seattle,WA 98133,USA
2671,2014-06-17 00:00:00,479000.0,2.0,2.25,1230,932,2.0,0,0,3,1020,210,2004,2003,106 24th Ave E,Seattle,WA 98112,USA
2673,2014-06-17 00:00:00,472000.0,3.0,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA
2679,2014-06-17 00:00:00,560000.0,3.0,2.0,2340,3477,1.0,0,1,5,1170,1170,1971,0,5200 S Frontenac St,Seattle,WA 98118,USA
2683,2014-06-17 00:00:00,549000.0,2.0,2.5,1380,953,3.0,0,0,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA
2688,2014-06-17 00:00:00,729000.0,3.0,1.0,1580,3840,2.0,0,0,3,1580,0,1908,1988,112 10th Ave E,Seattle,WA 98102,USA
2689,2014-06-17 00:00:00,465000.0,2.0,2.75,1430,1425,2.0,0,0,3,995,435,2006,0,224 26th Ave E,Seattle,WA 98112,USA
2692,2014-06-17 00:00:00,675000.0,6.0,1.75,2740,6360,1.0,0,3,3,1370,1370,1953,0,10721 Marine View Dr SW,Seattle,WA 98146,USA
2693,2014-06-17 00:00:00,667500.0,3.0,2.0,1880,3800,1.0,0,0,5,1030,850,1927,0,7535 18th Ave NE,Seattle,WA 98115,USA
2696,2014-06-17 00:00:00,310000.0,4.0,2.0,1870,6000,1.5,0,0,3,1870,0,1956,2001,11750 12th Ave NE,Seattle,WA 98125,USA
2697,2014-06-17 00:00:00,435000.0,2.0,1.0,1230,3800,1.0,0,0,3,1230,0,1928,1954,3306 NE 70th St,Seattle,WA 98115,USA
